,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
388,asclepias curassavica,94213-1,Asclepias curassavica,Asclepias curassavica L.,Apocynaceae,Species,Asclepias curassavica,Asclepias curassavica L.,94213-1,Asclepias,500848,Accepted,direct_wcvp,Asclepias curassavica
389,daucus carota,841063-1,Daucus carota,Daucus carota L.,Apiaceae,Species,Daucus carota,Daucus carota L.,841063-1,Daucus,2757936,Accepted,direct_wcvp_unique,Daucus carota
391,vinca minor,82701-1,Vinca minor,Vinca minor L.,Apocynaceae,Species,Vinca minor,Vinca minor L.,82701-1,Vinca,213172,Accepted,direct_wcvp_unique,Vinca minor
392,syzygium aromaticum,601421-1,Syzygium aromaticum,Syzygium aromaticum (L.) Merr. & L.M.Perry,Myrtaceae,Species,Syzygium aromaticum,Syzygium aromaticum (L.) Merr. & L.M.Perry,601421-1,Syzygium,199236,Accepted,direct_wcvp_unique,Syzygium aromaticum
394,laurus nobilis,465049-1,Laurus nobilis,Laurus nobilis L.,Lauraceae,Species,Laurus nobilis,Laurus nobilis L.,465049-1,Laurus,2349094,Accepted,direct_wcvp_unique,Laurus nobilis
397,vitis vinifera,30478388-2,Vitis vinifera,Vitis vinifera L.,Vitaceae,Species,Vitis vinifera,Vitis vinifera L.,30478388-2,Vitis,2457006,Accepted,direct_wcvp_unique,Vitis vinifera
398,tussilago farfara,256904-1,Tussilago farfara,Tussilago farfara L.,Asteraceae,Species,Tussilago farfara,Tussilago farfara L.,256904-1,Tussilago,2901763,Accepted,direct_wcvp_unique,Tussilago farfara
400,atropa belladonna,814358-1,Atropa bella-donna,Atropa bella-donna L.,Solanaceae,Species,Atropa bella-donna,Atropa bella-donna L.,814358-1,Atropa,2665943,Accepted,knms_single,Atropa bella-donna Sp. Pl.: 181 (1753) L. 1753
402,arctium lappa,178385-1,Arctium lappa,Arctium lappa L.,Asteraceae,Species,Arctium lappa,Arctium lappa L.,178385-1,Arctium,2900828,Accepted,direct_wcvp_unique,Arctium lappa
403,anthemis nobilis,192489-1,Chamaemelum nobile,Chamaemelum nobile (L.) All.,Asteraceae,Species,Chamaemelum nobile,Chamaemelum nobile (L.) All.,192489-1,Chamaemelum,2906829,Synonym,direct_wcvp_unique,Anthemis nobilis
404,rosa multiflora,927374-1,Rosa multiflora,Rosa multiflora Thunb.,Rosaceae,Species,Rosa multiflora,Rosa multiflora Thunb.,927374-1,Rosa,2971876,Accepted,direct_wcvp,Rosa multiflora
407,scrophularia floribunda boiss. et. bal,809187-1,Scrophularia floribunda,Scrophularia floribunda Boiss. & Balansa,Scrophulariaceae,Species,Scrophularia floribunda,Scrophularia floribunda Boiss. & Balansa,809187-1,Scrophularia,2586038,Accepted,knms_single,"Scrophularia floribunda P.E.Boissier, Diagn. Pl. Orient., ser. 2, 3: 158 (1856) Boiss. & Balansa 1856"
408,desmodium styracifolium,77187440-1,Grona styracifolia,Grona styracifolia (Osbeck) H.Ohashi & K.Ohashi,Fabaceae,Species,Grona styracifolia,Grona styracifolia (Osbeck) H.Ohashi & K.Ohashi,77187440-1,Grona,2762836,Synonym,direct_wcvp_unique,Desmodium styracifolium
409,ferula assafoetida l,842190-1,Ferula assa-foetida,Ferula assa-foetida L.,Apiaceae,Species,Ferula assa-foetida,Ferula assa-foetida L.,842190-1,Ferula,2808328,Accepted,knms_single,Ferula assa-foetida Sp. Pl.: 248 (1753) L. 1753
410,tamarindus indica,520167-1,Tamarindus indica,Tamarindus indica L.,Fabaceae,Species,Tamarindus indica,Tamarindus indica L.,520167-1,Tamarindus,2444682,Accepted,direct_wcvp_unique,Tamarindus indica
411,centella asiatica,1197718-2,Centella asiatica,Centella asiatica (L.) Urb.,Apiaceae,Species,Centella asiatica,Centella asiatica (L.) Urb.,1197718-2,Centella,2708815,Accepted,direct_wcvp_unique,Centella asiatica
413,melissa officinalis,450084-1,Melissa officinalis,Melissa officinalis L.,Lamiaceae,Species,Melissa officinalis,Melissa officinalis L.,450084-1,Melissa,124103,Accepted,direct_wcvp_unique,Melissa officinalis
414,scrophularia ningpoensis hemsl,809386-1,Scrophularia ningpoensis,Scrophularia ningpoensis Hemsl.,Scrophulariaceae,Species,Scrophularia ningpoensis,Scrophularia ningpoensis Hemsl.,809386-1,Scrophularia,2587380,Accepted,direct_wcvp_w_author_unique,Scrophularia ningpoensis Hemsl.
416,coleus forskohlii,77170941-1,Coleus barbatus var. barbatus,Coleus barbatus var. barbatus,Lamiaceae,Variety,Coleus barbatus,Coleus barbatus (Andrews) Benth. ex G.Don,60454692-2,Coleus barbatus,545635,Misapplied,direct_wcvp_unique,Coleus forskohlii
417,harpagophytum procumbens,675824-1,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,Pedaliaceae,Species,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,675824-1,Harpagophytum,2839701,Accepted,direct_wcvp_unique,Harpagophytum procumbens
418,althaea officinalis,558872-1,Althaea officinalis,Althaea officinalis L.,Malvaceae,Species,Althaea officinalis,Althaea officinalis L.,558872-1,Althaea,2631597,Accepted,direct_wcvp_unique,Althaea officinalis
419,prunus spinosa l,730297-1,Prunus spinosa,Prunus spinosa L.,Rosaceae,Species,Prunus spinosa,Prunus spinosa L.,730297-1,Prunus,2921969,Accepted,direct_wcvp_w_author_unique,Prunus spinosa L.
420,ananas comosus,12322-2,Ananas comosus,Ananas comosus (L.) Merr.,Bromeliaceae,Species,Ananas comosus,Ananas comosus (L.) Merr.,12322-2,Ananas,219669,Accepted,direct_wcvp_unique,Ananas comosus
421,hamamelis virginiana,430697-1,Hamamelis virginiana,Hamamelis virginiana L.,Hamamelidaceae,Species,Hamamelis virginiana,Hamamelis virginiana L.,430697-1,Hamamelis,2838988,Accepted,direct_wcvp_unique,Hamamelis virginiana
423,coffea arabica,747038-1,Coffea arabica,Coffea arabica L.,Rubiaceae,Species,Coffea arabica,Coffea arabica L.,747038-1,Coffea,45400,Accepted,direct_wcvp_unique,Coffea arabica
426,glycine max,60450240-2,Glycine max,Glycine max (L.) Merr.,Fabaceae,Species,Glycine max,Glycine max (L.) Merr.,60450240-2,Glycine,2827366,Accepted,direct_wcvp_unique,Glycine max
427,pimpinella anisum,846658-1,Pimpinella anisum,Pimpinella anisum L.,Apiaceae,Species,Pimpinella anisum,Pimpinella anisum L.,846658-1,Pimpinella,2402426,Accepted,direct_wcvp,Pimpinella anisum
428,areca catechu,664107-1,Areca catechu,Areca catechu L.,Arecaceae,Species,Areca catechu,Areca catechu L.,664107-1,Areca,14517,Accepted,direct_wcvp_unique,Areca catechu
429,rhamnus cathartica,718256-1,Rhamnus cathartica,Rhamnus cathartica L.,Rhamnaceae,Species,Rhamnus cathartica,Rhamnus cathartica L.,718256-1,Rhamnus,2523018,Accepted,direct_wcvp_unique,Rhamnus cathartica
430,juglans nigra,279034-2,Juglans nigra,Juglans nigra L.,Juglandaceae,Species,Juglans nigra,Juglans nigra L.,279034-2,Juglans,2331834,Accepted,direct_wcvp_unique,Juglans nigra
431,taraxacum officinale,254151-1,Taraxacum sect. Taraxacum,Taraxacum sect. Taraxacum F.H.Wigg.,Asteraceae,Species,Taraxacum sect. Taraxacum,Taraxacum sect. Taraxacum F.H.Wigg.,254151-1,Taraxacum,3137644,Synonym,direct_wcvp_unique,Taraxacum officinale
432,inula helenium,225914-1,Inula helenium,Inula helenium L.,Asteraceae,Species,Inula helenium,Inula helenium L.,225914-1,Inula,2901737,Accepted,direct_wcvp,Inula helenium
433,leptospermum scoparium,597505-1,Leptospermum scoparium,Leptospermum scoparium J.R.Forst. & G.Forst.,Myrtaceae,Species,Leptospermum scoparium,Leptospermum scoparium J.R.Forst. & G.Forst.,597505-1,Leptospermum,111473,Accepted,direct_wcvp_unique,Leptospermum scoparium
434,salvia miltiorrhiza,456707-1,Salvia miltiorrhiza,Salvia miltiorrhiza Bunge,Lamiaceae,Species,Salvia miltiorrhiza,Salvia miltiorrhiza Bunge,456707-1,Salvia,183206,Accepted,direct_wcvp_unique,Salvia miltiorrhiza
439,piper nigrum,682369-1,Piper nigrum,Piper nigrum L.,Piperaceae,Species,Piper nigrum,Piper nigrum L.,682369-1,Piper,2569664,Accepted,direct_wcvp_unique,Piper nigrum
441,tagetes erecta,252092-1,Tagetes erecta,Tagetes erecta L.,Asteraceae,Species,Tagetes erecta,Tagetes erecta L.,252092-1,Tagetes,2929143,Accepted,direct_wcvp_unique,Tagetes erecta
444,sanguinaria canadensis,673993-1,Sanguinaria canadensis,Sanguinaria canadensis L.,Papaveraceae,Species,Sanguinaria canadensis,Sanguinaria canadensis L.,673993-1,Sanguinaria,2602762,Accepted,direct_wcvp_unique,Sanguinaria canadensis
445,coriandrum sativum,840760-1,Coriandrum sativum,Coriandrum sativum L.,Apiaceae,Species,Coriandrum sativum,Coriandrum sativum L.,840760-1,Coriandrum,2737546,Accepted,direct_wcvp_unique,Coriandrum sativum
446,rauvolfia serpentina,81648-1,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,Apocynaceae,Species,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,81648-1,Rauvolfia,176968,Accepted,direct_wcvp_unique,Rauvolfia serpentina
447,annona muricata,14308-2,Annona muricata,Annona muricata L.,Annonaceae,Species,Annona muricata,Annona muricata L.,14308-2,Annona,2640944,Accepted,direct_wcvp_unique,Annona muricata
450,equisetum arvense,300073-2,Equisetum arvense,Equisetum arvense L.,Equisetaceae,Species,Equisetum arvense,Equisetum arvense L.,300073-2,Equisetum,2910663,Accepted,direct_wcvp_unique,Equisetum arvense
451,ribes nigrum,792873-1,Ribes nigrum,Ribes nigrum L.,Grossulariaceae,Species,Ribes nigrum,Ribes nigrum L.,792873-1,Ribes,2426569,Accepted,direct_wcvp_unique,Ribes nigrum
452,angelica archangelica,837560-1,Angelica archangelica,Angelica archangelica L.,Apiaceae,Species,Angelica archangelica,Angelica archangelica L.,837560-1,Angelica,2638995,Accepted,direct_wcvp_unique,Angelica archangelica
453,agrimonia eupatoria,316550-2,Agrimonia eupatoria,Agrimonia eupatoria L.,Rosaceae,Species,Agrimonia eupatoria,Agrimonia eupatoria L.,316550-2,Agrimonia,2907448,Accepted,direct_wcvp_unique,Agrimonia eupatoria
455,ammi majus,837486-1,Ammi majus,Ammi majus L.,Apiaceae,Species,Ammi majus,Ammi majus L.,837486-1,Ammi,2633874,Accepted,direct_wcvp,Ammi majus
456,cola nitida,822755-1,Cola nitida,Cola nitida (Vent.) Schott & Endl.,Malvaceae,Species,Cola nitida,Cola nitida (Vent.) Schott & Endl.,822755-1,Cola,2730669,Accepted,direct_wcvp_unique,Cola nitida
458,populus tremula,302387-2,Populus tremula,Populus tremula L.,Salicaceae,Species,Populus tremula,Populus tremula L.,302387-2,Populus,2917379,Accepted,direct_wcvp_unique,Populus tremula
