,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
351,achillea crithmifolia waldst. & kit,173918-1,Achillea crithmifolia,Achillea crithmifolia Waldst. & Kit.,Asteraceae,Species,Achillea crithmifolia,Achillea crithmifolia Waldst. & Kit.,173918-1,Achillea,3109769,Accepted,direct_wcvp_w_author_unique,Achillea crithmifolia Waldst. & Kit.
355,turnera aphrodisiaca,836578-1,Turnera diffusa,Turnera diffusa Willd. ex Schult.,Passifloraceae,Species,Turnera diffusa,Turnera diffusa Willd. ex Schult.,836578-1,Turnera,2519416,Synonym,direct_wcvp_unique,Turnera aphrodisiaca
363,tussilago farfara l,256904-1,Tussilago farfara,Tussilago farfara L.,Asteraceae,Species,Tussilago farfara,Tussilago farfara L.,256904-1,Tussilago,2901763,Accepted,direct_wcvp_w_author_unique,Tussilago farfara L.
366,artemisia annua,304416-2,Artemisia annua,Artemisia annua L.,Asteraceae,Species,Artemisia annua,Artemisia annua L.,304416-2,Artemisia,2901442,Accepted,direct_wcvp,Artemisia annua
369,atropa belladonna,814358-1,Atropa bella-donna,Atropa bella-donna L.,Solanaceae,Species,Atropa bella-donna,Atropa bella-donna L.,814358-1,Atropa,2665943,Accepted,knms_single,Atropa bella-donna Sp. Pl.: 181 (1753) L. 1753
374,erythroxylum coca,330132-2,Erythroxylum coca,Erythroxylum coca Lam.,Erythroxylaceae,Species,Erythroxylum coca,Erythroxylum coca Lam.,330132-2,Erythroxylum,2801328,Accepted,direct_wcvp_unique,Erythroxylum coca
376,theobroma cacao,320783-2,Theobroma cacao,Theobroma cacao L.,Malvaceae,Species,Theobroma cacao,Theobroma cacao L.,320783-2,Theobroma,2519807,Accepted,direct_wcvp_unique,Theobroma cacao
380,ferula assafoetida l,842190-1,Ferula assa-foetida,Ferula assa-foetida L.,Apiaceae,Species,Ferula assa-foetida,Ferula assa-foetida L.,842190-1,Ferula,2808328,Accepted,knms_single,Ferula assa-foetida Sp. Pl.: 248 (1753) L. 1753
381,elymus repens,90320-2,Elymus repens,Elymus repens (L.) Gould,Poaceae,Species,Elymus repens,Elymus repens (L.) Gould,90320-2,Elymus,411505,Accepted,direct_wcvp_unique,Elymus repens
382,harpagophytum procumbens,675824-1,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,Pedaliaceae,Species,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,675824-1,Harpagophytum,2839701,Accepted,direct_wcvp_unique,Harpagophytum procumbens
387,vernonia amygdalina,210886-1,Gymnanthemum amygdalinum,Gymnanthemum amygdalinum (Delile) Sch.Bip.,Asteraceae,Species,Gymnanthemum amygdalinum,Gymnanthemum amygdalinum (Delile) Sch.Bip.,210886-1,Gymnanthemum,3055640,Synonym,direct_wcvp_unique,Vernonia amygdalina
390,centaurea ragusina l,191406-1,Centaurea ragusina,Centaurea ragusina L.,Asteraceae,Species,Centaurea ragusina,Centaurea ragusina L.,191406-1,Centaurea,3049113,Accepted,direct_wcvp_w_author_unique,Centaurea ragusina L.
397,scrophularia oldhamii oliv,77227845-1,Scrophularia buergeriana var. buergeriana,Scrophularia buergeriana var. buergeriana,Scrophulariaceae,Variety,Scrophularia buergeriana,Scrophularia buergeriana Miq.,809070-1,Scrophularia buergeriana,2587238,Synonym,direct_wcvp_w_author_unique,Scrophularia oldhamii Oliv.
399,tinospora cordifolia(willd.) miers,907828-1,Tinospora cordifolia,Tinospora cordifolia (Willd.) Hook.f. & Thomson,Menispermaceae,Species,Tinospora cordifolia,Tinospora cordifolia (Willd.) Hook.f. & Thomson,907828-1,Tinospora,2517090,Accepted,knms_single,Tinospora cordifolia Fl. Ind. 1: 184 (1855) (Willd.) Hook.f. & Thomson 1855
401,equisetum arvense,300073-2,Equisetum arvense,Equisetum arvense L.,Equisetaceae,Species,Equisetum arvense,Equisetum arvense L.,300073-2,Equisetum,2910663,Accepted,direct_wcvp_unique,Equisetum arvense
404,rumex rupestris le gall,697469-1,Rumex rupestris,Rumex rupestris Le Gall,Polygonaceae,Species,Rumex rupestris,Rumex rupestris Le Gall,697469-1,Rumex,2424782,Accepted,direct_wcvp_w_author_unique,Rumex rupestris Le Gall
406,alkanna tinctoria,112753-1,Alkanna tinctoria,Alkanna tinctoria Tausch,Boraginaceae,Species,Alkanna tinctoria,Alkanna tinctoria Tausch,112753-1,Alkanna,2628546,Accepted,direct_wcvp,Alkanna tinctoria
407,asparagus officinalis,531229-1,Asparagus officinalis,Asparagus officinalis L.,Asparagaceae,Species,Asparagus officinalis,Asparagus officinalis L.,531229-1,Asparagus,275197,Accepted,direct_wcvp_unique,Asparagus officinalis
410,juniperus communis,30088655-2,Juniperus communis,Juniperus communis L.,Cupressaceae,Species,Juniperus communis,Juniperus communis L.,30088655-2,Juniperus,377427,Accepted,direct_wcvp,Juniperus communis
412,ajuga laxmannii,444609-1,Ajuga laxmannii,Ajuga laxmannii (L.) Benth.,Lamiaceae,Species,Ajuga laxmannii,Ajuga laxmannii (L.) Benth.,444609-1,Ajuga,5308,Accepted,direct_wcvp_unique,Ajuga laxmannii
416,dictamnus albus,772356-1,Dictamnus albus,Dictamnus albus L.,Rutaceae,Species,Dictamnus albus,Dictamnus albus L.,772356-1,Dictamnus,2766952,Accepted,direct_wcvp_unique,Dictamnus albus
419,combretum collinum fresen,170004-1,Combretum collinum,Combretum collinum Fresen.,Combretaceae,Species,Combretum collinum,Combretum collinum Fresen.,170004-1,Combretum,2732500,Accepted,direct_wcvp_w_author_unique,Combretum collinum Fresen.
422,artocarpus tonkinensis,582651-1,Artocarpus tonkinensis,Artocarpus tonkinensis A.Chev. ex Gagnep.,Moraceae,Species,Artocarpus tonkinensis,Artocarpus tonkinensis A.Chev. ex Gagnep.,582651-1,Artocarpus,2654101,Accepted,direct_wcvp_unique,Artocarpus tonkinensis
425,quassia amara,814006-1,Quassia amara,Quassia amara L.,Simaroubaceae,Species,Quassia amara,Quassia amara L.,814006-1,Quassia,2868415,Accepted,direct_wcvp_unique,Quassia amara
434,scrophularia grossheimii schischkin,809599-1,Scrophularia versicolor,Scrophularia versicolor Boiss.,Scrophulariaceae,Species,Scrophularia versicolor,Scrophularia versicolor Boiss.,809599-1,Scrophularia,2586242,Synonym,autoresolution,Scrophularia grossheimii
441,cassia angustifolia,77208460-1,Senna alexandrina var. alexandrina,Senna alexandrina var. alexandrina,Fabaceae,Variety,Senna alexandrina,Senna alexandrina Mill.,518323-1,Senna alexandrina,2702646,Synonym,direct_wcvp_unique,Cassia angustifolia
444,panax ginseng c.a.mey,91472-1,Panax ginseng,Panax ginseng C.A.Mey.,Araliaceae,Species,Panax ginseng,Panax ginseng C.A.Mey.,91472-1,Panax,146697,Accepted,direct_wcvp_w_author_unique,Panax ginseng C.A.Mey.
446,piliostigma thonningii (schum.) milne-redh,514346-1,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,Fabaceae,Species,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,514346-1,Piliostigma,2539801,Accepted,knms_single,Piliostigma thonningii Hooker's Icon. Pl. 35: t. 3460 (1947) (Schumach.) Milne-Redh. 1947
447,vaccinium vitis-idaea l,293975-2,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Ericaceae,Species,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,293975-2,Vaccinium,2457314,Accepted,direct_wcvp_w_author_unique,Vaccinium vitis-idaea L.
448,sorbus arranensis,77164896-1,Hedlundia arranensis,Hedlundia arranensis (Hedl.) Sennikov & Kurtto,Rosaceae,Species,Hedlundia arranensis,Hedlundia arranensis (Hedl.) Sennikov & Kurtto,77164896-1,Hedlundia,2991548,Synonym,direct_wcvp_unique,Sorbus arranensis
454,catharanthus roseus,77880-1,Catharanthus roseus,Catharanthus roseus (L.) G.Don,Apocynaceae,Species,Catharanthus roseus,Catharanthus roseus (L.) G.Don,77880-1,Catharanthus,35719,Accepted,direct_wcvp_unique,Catharanthus roseus
455,melaleuca alternifolia,597833-1,Melaleuca alternifolia,Melaleuca alternifolia (Maiden & Betche) Cheel,Myrtaceae,Species,Melaleuca alternifolia,Melaleuca alternifolia (Maiden & Betche) Cheel,597833-1,Melaleuca,123479,Accepted,direct_wcvp_unique,Melaleuca alternifolia
457,berberis thunbergii dc,107136-1,Berberis thunbergii,Berberis thunbergii DC.,Berberidaceae,Species,Berberis thunbergii,Berberis thunbergii DC.,107136-1,Berberis,2674513,Accepted,direct_wcvp_w_author_unique,Berberis thunbergii DC.
458,viburnum opulus l,326268-2,Viburnum opulus,Viburnum opulus L.,Viburnaceae,Species,Viburnum opulus,Viburnum opulus L.,326268-2,Viburnum,2458547,Accepted,direct_wcvp_w_author_unique,Viburnum opulus L.
459,sesamum indicum,675971-1,Sesamum indicum,Sesamum indicum L.,Pedaliaceae,Species,Sesamum indicum,Sesamum indicum L.,675971-1,Sesamum,2588550,Accepted,direct_wcvp_unique,Sesamum indicum
