name_type,non_sci_name
LP,Eleutherococcus lasiogyne (Harms) S.Y. Hu
LP,Saussurea involucrata (Kar. & Kir.) Sch. Bip.
LP,Pedicularis lineata Franch. ex Maxim.
LP,Oenanthe javanica (Blume) DC.
LP,Astragalus englerianus Ulbr.
LP,Epimedium brevicornum Maxim.
LP,Chondodendron platyphyllum (Mart.) Miers
LP,Flacourtia sapida Roxb.
LP,Asclepias gigantea Willd.
LP,Rubus pungens Camb. var. oldhamii (Miq.) Maxim.
LP,Derris trifoliata
LP,Fadogia ancylantha Schweinf.
LP,Rosa multiflora Thunb. var. cathayensis Rehd. & Wils.
LP,Thalictrum chelidonii DC
LP,Croton lechleri Mull.Arg.
LP,Iris collettii Hook.f.
LP,Leonotis kwebensis N.E.Br.
LP,Cedrelopsis microfoliolata J.-F. Leroy
LP,Uncaria tomentosa (Willd. ex Roem. & Schult.) DC.
LP,Laggera pterodonta Sch.Bip. ex Oliv.
LP,Desmodium sambuense (D.Don) DC.
LP,Vanda teres Lindley
LP,Stephania kuinanensis H.S.Lo & M.Yang
LP,Pterocephalus hookeri (Clarke) Hock.
LP,Goupia tomentosa
LP,Vitis tenufolia Wight & Arn.
LP,Coniogramme pubescens Hieron.
LP,Dipterocarpus pterygocalyx
LP,Agathosma betulina (P.J. Bergius) Pillans
LP,Rhododendron macrophyllum D. Don ex G. Don
LP,Eucalyptus globules Labillardière.
LP,Cucumis acidus Jacq. fil.
LP,Rhododendron mucronulatum Turcz.
LP,Crescentia cujete Linn.
LP,Gomphia serrata
LP,Grewia hookerana Exell & Mendonça
LP,Dalbergia hostilis
LP,Lannea microcarpa Engl. & K.Krause
LP,Frangula rubra (Greene) Grubov
LP,Saussurea arenaria Maximowicz
LP,Aconitum tanguticum (Maxim.) Stapf.
LP,Grindelia hallii Steyermark ex Rothrock
LP,Nepenthes mirabilis Druce.
LP,Rhododendron spooneri Hemsl. & Wils.
LP,Eriogonum compositum Dougl. ex Benth.
LP,Cleome trachycarpa Klotzsch ex Eichler
LP,Davallia immersa Wall.
LP,Rhododendron seniavinii Maxim.
LP,Sarcotoxicum salicifolium (Griseb.) Cornejo & Iltis
LP,Cinnamomum hainanense Nakai
LP,Comptonia peregrina (L.) J. M. Coult.
LP,Eritrichium sinomicrocarpum W.T.Wang
LP,Acacia dealbata
LP,Commiphora zanzibarica
LP,Melothria indica Loureiro
LP,Podandrogyne mathewsii (Briq.) Cochrane
LP,Ochroma pyramidale (Cav.) Urb.
LP,Delphinium elatum L.
LP,Isodon yuennanensis (Handel-Mazzetti) H. Hara
LP,Diospyros shirensis Hiern.
LP,Solidago ulmifolia Muhl. ex Willd.
LP,Dolichos bulbosus L.
LP,Styrax leprosus Hook. & Arn.
LP,Turraea villosa Bennet
LP,Aristolochia obliqua S.M. Hwang
LP,Maerua meyeri-johannis Gilg
LP,Passiflora mixta L.f.
LP,"Ligusticum chuanxiong S.H.Qiu, Y.Q.Zeng, K.Y.Pan, Y.C.Tang & J.M.Xu"
LP,Pittosporum truncatum Pritz.
LP,Cirsium griseum Levl.
LP,Acacia mellifera (M.Vahl) Benth.
LP,Gouania scandens (Gaertn.) R.B. Drummond
LP,Cucumis momordica Roxb.
LP,Dendropanax arboreus (L.)Decne. & Planch.
LP,Heliocarpus chontalensis Sprague
LP,Acacia nilotica (L.) Deliled.
LP,Cyanotis foecunda DC. ex Hassk.
LP,Cipadessa baccifera
LP,Atriplex polycarpa (Torr.) S. Watson
LP,Dalbergia saxatilis Hook.f.
LP,Chassalia albiflora K. Krause
LP,Polygala brachystachys
LP,Citrus aurantium L. subsp. bergamia (Risso) Wight & Arn. ex Engler
LP,Acalypha wilkesiana f. circinata (A. Gray) Muell.
LP,Aconitum lurinum Hooker et T.
LP,Melandrium apricum (Turcz.) Rohrb.
LP,Citrus jambhiri Lush.
LP,Astragalus purshii Hook.
LP,Doliocarpus brevipedicellatus Garcke
LP,Hymenaea courbaril
LP,Arenaria przewalskii Maximowicz
LP,Lathyrus davidii Hance
LP,Morus microphylla
LP,Acacia decurrens
LP,Morisonia coimbrana (Cornejo & Iltis) Christenh. & Byng
LP,Leucosyke corymbulosa (Wedd.) Wedd.
LP,Kyllinga pumila Michx.
LP,Papaver bracteatum
LP,Raphanus sativus Linné var. niger (Miller) S. Kerner
LP,Brassica oleracea var. viridis
LP,Gurania lobata (L.) Pruski
LP,Cheiranthus allionii Hoffmann
LP,Mandevilla hirsuta (Rich.) K. Schum.
LP,Plantago rugelii Decne.
LP,Swietenia humilis Zuccarini
LP,Haematoxylum brasiletto H. Karst.
LP,Rheum tanguticum
LP,Amaranthus angustifolius Lam. var. graecizans (Linnaeus) Thell.
LP,Ledum palustre var. palustre
LP,Strychnos radiosperma Gilg & Busse
LP,Viola epipsilla Ledebour
LP,Carmona microphylla (Lam.) G.Don
LP,Illigera rhodanthe Hance
LP,Litsea polyantha Jussieu
LP,Carissa sessiliflora Brongn. ex Pichon
LP,Salix purpurea
LP,Ricinus glaucus Hoffmanns.
LP,Bolbitis subcordata (Copel.) Ching
LP,Kotschya strigosa (Benth.) Dewit & P.A. Duvign.
LP,Bupleurum gracillimum Klotzsch
LP,Matayba purgans Radlk.
LP,Pluchea arguta Boiss.
LP,Cyathocalyx sumatranus Scheff.
LP,Cracca sphaerosperma (DC.)Kuntze
LP,Thalictrum aquilegifolium L. subsp. asiaticum (Nakai) Kitag.
LP,Rheum australe D. Don.
LP,Chloroleucon tenuiflorum (Benth.) Barneby & J. W. Grimes
LP,Fagonia schweinfurthii Hadidi
LP,Machilus velutina Champ. ex Benth.
LP,Flemingia strobilifera R. Br.
LP,Uvaria kurzii (King) P.T. Li
LP,Litsea densifolia Miq.
LP,Hibiscus lobatus (Murray) Kuntze
LP,Vigna unquiculata (Linn). walp
LP,Hermas gigantea L.f.
LP,Hypecoum leptocarpum Hook. f. & Thoms.
LP,Gossypium anomalum Wawra ex Wawra & Peyr.
LP,Heliotropium brevifolium Walich
LP,Macrotomia echioides DC.
LP,Semecarpus kurzii Engler
LP,Filipendula vulgaris Moench
LP,Physalis angulata Linn.
LP,Meehania fargesii (H. Leveille) C.Y. Wu var. fargesii
LP,Clematis ligusticifolia Nutt.
LP,Styrax benzoin Dryander
LP,Camptostylus mannii Gilgit
LP,Merrilliodendron megacarpum (Hemsl.) Sleumer
LP,Sabal exul (Cook)L.H.Bailey
LP,Encephalartos aplanatus Vorster
LP,Glochidion marianum Mull.Arg.
LP,Mertensia paniculata (Aiton) G. Don
LP,Durio carinatus Mast.
LP,Schizobasis flagelliformis (Baker) Baker
LP,Cucurbita argyrosperma C.Huber
LP,Gonatanthus peltatus Hort. ex Van Houtt.
LP,Lygodium heterodoxum Kuntze
LP,Treculia africana Decne.
LP,Bursera gummifera Engler
LP,Trema micranthum (L.) Blume
LP,Indigofera spinosa Forsk.
LP,Eragrostis ciliaris (Linn.) R Br.
LP,Ziziphus jujuba var. spinosa (Bunge) Hu Ex H. F. Chow
LP,Xylopia polycarpa Oliv.
LP,Citrullus lanatus (Thunb.)Matsum. & Nakai
LP,Anemone narcissifolia L.
LP,Eurotia ceratoides (L.) C.A.Mey.
LP,Dialium coromandelica Houtt.
LP,Taraxacum sinicum Kitagawa
LP,Neolitsea urosa Gamble
LP,Vernonia roxburghii Less.
LP,Cynoglossum javanicum Thunb. ex Lehm.
LP,Berberis umbellata Wallich
LP,Medinilla corallina Cogn.
LP,Blastus dunnianus Levl.
LP,Hydnocarpus anthelmintica
LP,Euonymus alatus (Thunb.) Sieb.
LP,Eriogonum atrorubens Engelmann var. atrorubens
LP,Heracleum grande (Dalzell & A. Gibson) P. K. Mukh.
LP,Tanacetum tenuifolium Jacq.
LP,Gymnanthemum amygdalinum (Delile) Sch.Bip.
LP,Hibiscus esculentus
LP,Cleome viscosa
LP,Selinum vaginatum (Edgew.) C.B.Clarke
LP,Lindackeria dentata (Oliv.) Gilg
LP,Haplophyllm perforatum Ker. et Kiz.
LP,Milletia barteri Dunn.
LP,Strychnos usambariensis Gilg.
LP,Baccharis uniflora (Ruiz & Pav.) Pers.
LP,Carthamus tinctorius Linne
LP,Rheum undulatum Pall.
LP,Anacyclus pyrethrum (L.) Lag.
LP,Cirsium japonicum De Candole
LP,Polygala chinensis
LP,Indigofera endecaphylla Jacq.
LP,Prunus persica (Linnaeus) Batsch
LP,Jurinea forrestii Diels
LP,Kalanchoe schweinfurthii Penz.
LP,Premna puberula Pampan. var. puberula
LP,Mucuna macrophylla Miq.
LP,Delphinium kohatense (Bruhl.) Munz
LP,Melodinus suaveolens (Hance) Champion ex Bentham
LP,Zehneria scabra (L.f.) Sond. subsp. scabra
LP,Philoxerus portulacoides St.-Hil.
LP,Polygala comata Mart.
LP,Indigofera oblongifolia Forskal
LP,Hypopitys multiflora Scop.
LP,Rhamnus virgatus Roxb.
LP,Pancovia delavayi Franch.
LP,Chaetacanthus setiger (Pers.) Lindl.
LP,Murraya sumatrana
LP,Crotalaria falcata Vahl
LP,Neocinnamomum hainanianum Allen
LP,Nertera granadensis (Mutis ex L. f.) Druce
LP,Gounia longipetala
LP,Fissistigma manubriatum
LP,Portulaca foliosa Ker-Gawl.
LP,Sesamum incicum L.
LP,Agrimonia pilosa Ledeb. var. pilosa
LP,Carpobrotus edulis (L.) L.Bolus
LP,Astragalus latifolius Lam.
LP,Menyanthes trifoliata L.
LP,Strychnos tieute Lesch.
LP,Trigonella occulta Del. ex DC.
LP,Deinbollia polypus Stapf
LP,Gagea villosa (M.Bieb.) Sweet
LP,Pternandra coerulescens Jack
LP,Sarcopyramis bodinieri Levl. & Van.
LP,Ophiorrhiza eriantha Wight
LP,Heeria paniculosa (Sond.)Kuntze
LP,Ipomopsis longiflora (Torr.) V. Grant ssp. longiflora
LP,Stylogyne longifolia (Mart. ex Miq.) Mez
LP,Cassia occidentalis
LP,Nephelaphyllum pulchrum Blume
LP,Schrebera tomentella (Welw.)Gilg
LP,Gordonia lasianthus
LP,Magnolia officinalis Rehd. Et Wils. var. biloba Rehd. et Wils.
LP,Crepidium acuminatum (D. Don) Szlach.
LP,Lamprachaenium microcephalum Benth.
LP,Pulsatilla chinensis (Bge.)Regel
LP,Veronica colchica Kimeridze
LP,Justicia chinenesis L.
LP,Viburnum propinquum Hemsl.
LP,Alepidea ciliaris De la Roche
LP,Ekebergia meyeri Presl.
LP,Casimiroa edulis LaLlave et Lex.
LP,Exacum oldenlandioides (S Moore) Klack.
LP,Sinningia tubiflora (Hook.) Fritsch
LP,Thalictrum glandulosissimum (Finet.et Gagnep.) W.T.Wang et S.H.Wang
LP,Saxifraga nelsoniana D. Don
LP,Lagenaria abyssinica Pax.
LP,Gnaphalium lacteum Meyen & Walp.
LP,Hoya ovalifolia Wight & Arn.
LP,Sedum acre
LP,Epidendrum blancheanum Urb.
LP,Hippocratea obcordata Lamarck
LP,Abelmoschus manihot
LP,Cuphea carthagenensis (Jacq.) J.F. Macbr.
LP,Acacia robusta subsp. clavigera (E.Meyer)Brenan
LP,Oemleria cerasiformis (Torr. & Gray ex Hook. & Arn.) Landon
LP,Guioa pleuropteris
LP,Podocarpus pinnata Gordon
LP,Dianella caerulea Sims.
LP,Clusia huberi Pipoly
LP,Solidago rugosa Mill.
LP,Ebermaiera elongata
LP,Commelina robusta Kunth
LP,Acroptilon repens (Linn.) DC.
LP,Maerua bussei (Gilg & Benedict)Wilczek
LP,Dryobalanops aromatica C.F.Gaertn.
LP,Calycotome villosa (Poir.) Link
LP,Gluta oba (Merr.) Ding Hou
LP,Delphinium delavayi Franch. f. aurea W.T.Wang
LP,Terminalia triflora (Griseb.) Lillo
LP,Acalypha neptunica Mull.Arg. var. neptunica
LP,Larelia sempervirens Tulasne
LP,Lindernia antipoda (L.) Alston
LP,Aristolochia versicolor S.M.Hwang
LP,Artocarpus communis J. & G. Forst.
LP,Daphne oleoides Schreb.
LP,Bergenia ciliata (Haw.)Sternb.
LP,Tithonia speciosa Hook. ex Griseb.
LP,Mimosa invisa Mart. ex Colla
LP,Pinus gerardiana Wall.
LP,Plantago orbignyana Steinh. ex Decne. subsp. orbignyana
LP,Manulea paniculata Bentham
LP,Taraxacum brassicaefolium Kitag.
LP,Pharnaceum cerviana L.
LP,Ranunculus occidentalis Nuttall
LP,Artem-isia capillaris Thunb. var. scoparia Pamp.
LP,Actinodaphne moluccana BI.
LP,Rheum undulatum Linné
LP,Garcinia dulcis Kurz.
LP,Physalis angulata
LP,Ficus kiloneura Hornby
LP,Theobroma speciosum Willd. ex Spreng.
LP,Canscora andrographioides Griffith ex C.B. Clarke
LP,Dendrobium discolor Lindl.
LP,Rotheca uncinata (Schinz)P.P.J.Herman & Retief
LP,Blepharis hirtinervia
LP,Hibiscus schizopetalus (Dyer) Hook. F.
LP,Aloe purpurea Lam.
LP,Macleaya cordata
LP,Hodgsonia macrocarpa (Blume) Cogn. var. macrocarpa
LP,Semecarpus anacardium
LP,Macaranga hullettii King ex Hook.f.
LP,Alpinia galanga (L.) Will.
LP,Anthriscus aemula (Woron) Schischk.
LP,Peperomia amplexicaulis (Sw.) A. Dietr.
LP,Trigonochlamyo graffithii
LP,Grewia subinaequalis DC.
LP,Cassia ornithopoides Lam.
LP,Hemiboea henryi Clarke
LP,Habenaria grandifloriformis Blatt. & McCann
LP,Gomphrena officinalis Mart.
LP,Terminalia tomentosa Wight et Arnott
LP,Dioscoreophyllum cumminsii (Stapf) Diels
LP,Sagina japonica (Swartz) Ohwi
LP,Draba linearis Boiss.
LP,Actinodaphne chinensis Nees
LP,Bobgunnia madagascariensis (Desv.)J.H.Kirkbr. & Wiersema
LP,Angelica japonica A. Gray.
LP,Malva coromandeliana L.
LP,Conyza crispata Vahl
LP,Pterocarpus rotundifolius (Sond.) Druce subsp. rotundifolius
LP,Disporopsis pernyi (Hua) Diels
LP,Aegle marmelos Corr.
LP,Arenaria lanuginosa (Michx.) Rohrb. var. lanuginosa
LP,Catoferia capitata (Benth.) Hemsl.
LP,Amentotaxus yunnanensis H.L. Li
LP,Artocarpus heterophylla
LP,Psilotum nudum (L.) Griseb.
LP,Thalictrum viscosum C.Y.Wu
LP,Quercus wislizeni var. frutescens Engelm.
LP,Pleione praecox (Sm.) D. Don
LP,Pterygota alata R.Brown
LP,Lemna aoukikusa T.Beppu & Murata
LP,Lepisorus macrosphaerus (Baker) Ching var. asterolepis (Baker) Ching
LP,Inula hupehensis (Ling) Ling
LP,Bryonopsis laciniosa (L.)Naudin walkeri Chakrav.
LP,Trichilia emetica
LP,Pavonia fruticosa (Mill.) Fawc. et Rendle.
LP,Sambucus javanica auct. non Reinw. ex Bl.
LP,Viscum articulatum Burm. f. var. liquidambaricolum (Hayata) Sesh.
LP,Combretum eylesii Exell
LP,Senecio oreophyton J. Rémy
LP,Jeffersonia dubia Bentham et Hooker
LP,Citrus microcarpa
LP,Aniba parviflora Mérat
LP,Aristida pallida Steud.
LP,Lachemilla pectinata Rothmaler
LP,Saussurea nagensis C.E.C.Fisch.
LP,Rosa microcarpa Lindl.
LP,Copaifera guyanensis Desfontaines
LP,Artemisia cana Pursh subsp. viscidula (Osterh.) Beetle
LP,Luisia curtisii Seidenf.
LP,Raulinoreitzia tremula (Hook. & Arn.) King & H.Robinson
LP,Indigofera atropurpurea Buchanan-Hamilton ex Hornemann
LP,Camellia chrysantha (Hu) Tuyama
LP,Amoora cucullata Roxb.
LP,Calophyllum dasypodum Miq.
LP,Adhatoda buchholzii (Lindau) S. Moore
LP,Micromeria biflora (Buch.-Ham. ex D. Don) Benth.
LP,Delphinium glaucum S. Watson
LP,Boswelia frereana Birdw.
LP,Cistanche deserticola Y.C. Ma
LP,Pyrethrum umbeliferum Boiss.
LP,Enicostema axillare (Lam.) A. Raynal
LP,Ruellia drymophila (Diels) Hand.-Mazz.
LP,Cissus crotalarioides Planch.
LP,Gouania richii A. Gray
LP,Prunus mume (Siebold) Siebold & Zucc.
LP,Zanthoxylum heitzii (Aubrev. & Pellegr.) Waterman
LP,Hypochaeris grandiflora Ledeb.
LP,Carduus pycnocephalus
LP,Thalictrum fendleri Engelmann ex A. Gray
LP,Aconitum violaceum Jacq. ex Stapf
LP,Myricaria germanica (L.) Desvaux var. prostrata (Bentham & Hook.f.) Dyer
LP,Papaver nudicaule L. subsp. amurense N.A.Busch
LP,Uvaria chamae P.Beauvois
LP,Anoectochilus setaceus
LP,Globba aurantiaca Miq.
LP,Ventilago vitiensis A. Gray
LP,Morina longifolia Wallich
LP,Artemisia dracunculus L. var. glauca (Pall. ex Willd.) Besser
LP,Coccoloba uvifera L.
LP,Setaria verticillata (L.) P. Beauv.
LP,Pelargonium graveolens L'Hér.
LP,Campanula parryi A. Gray
LP,Allium hookeri Thwaites
LP,Trientalis borealis ssp. latifolia (Hook.) Hultén
LP,Cissus vinifera
LP,Lemmaphyllum microphyllum Presl var. obovatum (Harr.) C.Chr.
LP,Polygonum manshuriense V.Petr. ex Kom.
LP,Valeriana pseudofficinalis C.y. Cheng & H.b. Chen
LP,Operculina macrocarpa Urb.
LP,Cryptotaenia canadense DC.
LP,Guajacum guatemalense
LP,Swietenia humilis Zucc.
LP,Embelia hainanensis Merr.
LP,Abrus cantoniensis
LP,Dichorisandra villosula Mart.
LP,Alsophila gigantea Wall.
LP,Zygophyllum foetidum
LP,Eleutherococcus senticosus (Rupr. ex Maxim.) Maxim.
LP,Elaeocarpus aristatus Roxb.
LP,Pennisetum dalzielii Stapf & Hubbard.
LP,Ronabea emetica (L.f.) A. Rich.
LP,Polygala congesla Rehd. & Wils.
LP,Melochia nodiflora Sw.
LP,Artocarpus hirsutus Lamarck
LP,Aglaia domestica Pellegr.
LP,Cissus tetragona Harv.
LP,Ficus aurantiaca
LP,Dendrolobium umbellatum
LP,Verbesina gigantea Jacq.
LP,Physaloides somnifera (L.)Moench
LP,Trachyspermum ammi (Linn.) Sprague ex Turril
LP,Swartzia pinnata Willd.
LP,Vernonia flexuosa Sims var. flexuosa
LP,Ilex dipyrena Wall.
LP,Canthium horridum Blume
LP,Angelonia integerrima Spreng.
LP,Alexa imperatricis (R.H. Schomb.) Baill.
LP,Adenia heterophylla (Bl.) Koordes.
LP,Hechtia podantha Mez
LP,Sarcandra glabra (Thunb.)Nakai
LP,Rehmannia glutinosa (Gaertn.) Libosch. f. hueichingensis (Chao et Schih) Hsiao
LP,Deguelia utilis (A.C.Sm.) A.M.G.Azevedo
LP,Aerva bovei (Webb)Edgew.
LP,Loranthus parasticus Merr.
LP,Diplocyclos palmatus (L.)C.Jeffrey
LP,Ateleia glazioveana Baill.
LP,Pelargonium graveolens
LP,Parkia africana R.Br.
LP,Ardisia oxyphylla Wall. ex A.DC.
LP,Cheiranthus x cheiri L.
LP,Morus alba Linn.
LP,Brosimum guianense (Aubl.) Huber
LP,Pluchea baccharis (Mill.) Pruski
LP,Terminalia pyrifolia Kurz.
LP,Brunsfelsia undulata
LP,Glycyrrhiza glandulifera Waldst. & Kit.
LP,Lefebvrea grantii (Kingston ex Oliver) S. Droop
LP,Uvaria micrantha (A.DC.) Hook.f. & Thomson
LP,Forsythia suspensa (Thunb.) Vahl.
LP,Strombosia zenkeri Engler
LP,Rhizophora racemosa G. Mey.
LP,Gymnosporia diversi.folia (Hemsl) Maxim.
LP,Derris elliptica Benth.
LP,Pedicularis dunniana Bonati
LP,Gynura sarmentosa Blume DC.
LP,Commiphora wightii Bhandari
LP,Lonicera xilosteum L.
LP,Prosartes trachycarpa S. Watson
LP,Cinnamomum camphora (Linnaeus) J. Presl
LP,Aerva lanata Juss.
LP,Paramacrolobium coeruleum
LP,Derris elegans
LP,Commelina cristata L.
LP,Larrea tridentata (Sesse & Moc. ex DC.) Coville
LP,Triumfetta althaeoides Lam.
LP,Polypodium coronans Wall.
LP,Acaena pinnatifida Ruiz & Pav.
LP,Gymnartocarpus venenosa
LP,Bupleurum octaradiatum Bunge
LP,Polystichum squarrosum (D. Don) Fée
LP,Chrysophyllum perpulchrum Mildbr.
LP,Selaginella heterostachys Baker
LP,Vallesia punctata Spreng.
LP,Blumea tomentosa A. Rich.
LP,Annona glabra Linn.
LP,Pipturus velutinus (Decne.) Wedd.
LP,Hydnocarpus castanea Hooker et Thomas
LP,Hibiscus sabdariffa DC.
LP,Eucalyptus globulus subsp. maidenii (F.Muell.)Kirkp.
LP,Ilex pubescens Hook. & Arn. var. glabra Chang
LP,Kohleria deppeana
LP,Pellaea flexuosa
LP,Frasera albomarginata S. Wats.
LP,Kigelia impressa Sprague
LP,Vachellia nilotica (L.) P.J.H.Hurter & Mabb.
LP,Bignonia africana Lam.
LP,Loranthus graciliflorus Wall. ex DC.
LP,Potentilla canadensis
LP,Clematis hirsuta Guillet et Perry
LP,Malaisia scandens (Lour.) Planchon
LP,Cylicodiscus gabonensis Harms
LP,Eupatorium hemipteropodum
LP,Ziziphus jujuba var. inermis (Bunge) Rehder
LP,Cocculus hirsutus (L.) Theob.
LP,Acanthosyris falcata Griseb.
LP,Elephantopus mollis H.B.K.
LP,Psychotria asiatica L.
LP,Salvadora angustifolia var. australis (Schweick.)I.Verd.
LP,Boschniakia himalaica J.D. Hooker & Thomson
LP,Lithospermum heliotropioides Forssk.
LP,Ficus infectoria
LP,Phytelephas macrocarpa Ruiz & Pav.
LP,Souroubea guianensis Aubl.
LP,Murdannia spirata (L.) Bruckner
LP,Tabernaemontana aurantiaca Gaudich.
LP,Amoora aphanamixis
LP,Bakeria glauca Tr.
LP,Conyza bonariensis (L.) Cronq.
LP,Erythrina guineensis G.Don
LP,Sedum erythrostichum Miquel
LP,Annona cordifolia (Szyszyl.) R.E. Fr.
LP,Borreria latifolia K.Sen.
LP,Rumex aquaticus L.?
LP,Cryptocarya australis Benth.
LP,Chrysosplenium alternifolium L. var. sibiricum Ser. ex DC.
LP,Platea corniculata
LP,Delphinium staphysagria
LP,Philadelphus henryi Koehne
LP,Octoknema borealis Hutchinson
LP,Artemisia ludoviciana Nutt. subsp. mexicana (Willd. ex Spreng.) D.D.Keck
LP,Baptisia tinctoria (L.) R.Br.
LP,Hintonia latiflora (DC.) Bullock
LP,Citrus unshiu
LP,Euonymus alatus (Thunb.) Siebold
LP,Stephania succifera H.S.Lo & Y.Tsoong
LP,Sinopodophyllum hexandrum (Royle) Ying
LP,Meconopsis horridula Hook.f. & Thomson
LP,Dolichandrone atrovirens (Roth) K.Schum.
LP,Duboisia leichhandtii F.W.Muell.
LP,Drynaria propinqua (Wall. ex Mett.) Bedd.
LP,Aegle marmelos (Linnaeus) Correa
LP,Acanthopanax trifoliatus (L.) Voss
LP,Cotoneaster roseus Edgew.
LP,Mimosa pigra L. var. pigra
LP,Ocimum inodorum Burm.f.
LP,Croton ciliatoglandulifer Ortega
LP,Bauhinia acuminata
LP,Clematis pseudopogonandra Finet & Gagnep.
LP,Canthium arnoldianum (De Wild. & Th. Dur.) Hepper.
LP,Microsorium hymenodes (Kunze) Ching
LP,Celtis pallida Torr.
LP,Sedum divergens S.Wats.
LP,Rorippa islandica (Oeder ex Murray) Borbas
LP,Casearia esculentta Roxb.
LP,Gamochaeta americana (Mill.) Wedd.
LP,Viscum articulatum Burmann
LP,Helianthemum canadense (L.) Michaux
LP,Hydrangea moellendorffii Hance
LP,Hydrastis canandensis Poir.
LP,Cissus hastata (Miq.) Planch.
LP,Bertya gummifera Planchon
LP,Polygonum campanulatum Hook. f. var. fulvidum Hook. f.
LP,Veronicastrum sibiricum (L.) Pennell var. zuccarini Hara
LP,Kadsura coccinea (Lem.) A. C. Sm.
LP,Calochortus nuttallii Torr. & A. Gray
LP,Prunus pumila L.
LP,Toona ciliata Roem.
LP,Malus sylvestris (L.)
LP,Roucheria griffithiana planch.
LP,Catunaregam uliginosa (Retz.) Sivar.
LP,Crotolaria trifoliastrum Willdenow
LP,Heisteria parvifolia Smith
LP,Dombeya mandenensis Arenes
LP,Althaea officinalis.
LP,Pilea angulata (BI) Bl. subsp. petiolaris (Sieb. & Zucc.) C.J.Chen
LP,Onosma hispidum Wall. ex G.Don
LP,Rhipsalis macrocarpa Miq.
LP,Dipsacus dipsacoides (Kar. & Kir.) Botsch.
LP,Perezia arizonica A.Gray
LP,Cypripedium concolor Parish & Batem.
LP,Beta vulgaris L. var. macrocarpa (Gussone) Moquin
LP,Stemona sessilifolia (Miquel) Miquel
LP,Thalictrum angustifolium L.
LP,Eremophila alternifolia R. Br.
LP,Apocynum missouriense Greene
LP,Daniella pynaertii Willdenow
LP,Suaeda torreyana S. Watson
LP,Blepharis ciliaris (L.) B.L. Burtt
LP,Zanthoxylum schinifolium Sieb. & Zucc.
LP,Ocimum minus Garsault
LP,Baccharis multiflora Kunth
LP,Pueraria montana (Lour.) Merr. var lobata (Willd.) Maesen & S.M. Almeida ex Sanjappa & Predeep
LP,Mallotus leucodermis Hook.f.
LP,Stylosanthes fruticosa (Retz.) Alst.
LP,Gluta laxiflora Ridley
LP,Litsea garciae Vidal
LP,Dryobalanops aromatica Gaertner f.
LP,Zizyphus littorea Teysm.
LP,Ficus ingens Miquel
LP,Blumea chinensis Auct. Non (L.) DC.
LP,Achyranthes muricata L.
LP,Achyranthes fauriei
LP,Pelargonium acetosum (L.) L'Her.
LP,Swartzia longistipitata Ducke
LP,Carallia diplopetala Hand.-Mazz.
LP,Tricliceras longipedunculatum (Mast.) R.Fern.
LP,Eulaliopsis binata (Retz.) C.E. Hubb.
LP,Memecylon costatum
LP,Elaeagnus bockii Diels
LP,Toxicoscordion venenosum (S. Watson) Rydberg
LP,Acnistus arborescens (L.) Schl.
LP,Malus ioensis (Wood) Britt. var. ioensis
LP,Medicago ruthenica (L.) Ledeb.
LP,Chamaesyce inaequilatera (Sond.)Sojak
LP,Muehlenbeckia volcanica (Benth.) Endl.
LP,Tephrosia acaciifolia Baker
LP,Petalostigma quadriloculare
LP,Albizia versicolor Welw. ex Oliv.
LP,Rubus sieboldi Bl.
LP,Terminalia belerica Roxb.
LP,Margaritaria discoidea (Baill.) Webster
LP,Capparis sepiaria L. fisheri (Pax)De Wild
LP,Visenia umbellata
LP,Hyphaene thebaica (Delile) Mart.
LP,Persea borbonia (Linnaeus) Sprengel
LP,Cayaponia peruviana (Poepp. & Endl.) Cogn.
LP,Acacia filicina
LP,Eucalyptus tetrodonta F. Muell.
LP,Brosimum lactescens (S. Moore) C.C. Berg
LP,Vatica stipulosa V. Sl.
LP,Pavetta crassipes K.Schum.
LP,Solanum capsicoides Allioni
LP,Eurya zollingeri Choisy
LP,Phyllitis scolopendrium (L.) Newman.
LP,Albizia versicolor Oliver
LP,Datura innoxia
LP,Solms-laubachia eurycarpa (Maxim.) Botsch.
LP,Strychnos ligustriana
LP,Maesa membranifolia
LP,Cyclamen coum
LP,Trillium chloropetalum (Torrey) Hovell var. chloropetalum
LP,Erigeron concinnus var. condensatus D. C. Eat
LP,Eurya angustifolia Bl.
LP,Geranium macrorrhizum (L.) Zdravetz
LP,Azorella monantha Clos
LP,Gyrinops walla
LP,Sherbournia bignoniiflora (Welw.) Hua
LP,Sidalcea neomexicana A. Gray
LP,Carex phacota Spreng.
LP,Sebaea crassulaefolia Chamisson et Schlechtendhal
LP,Ulmus pumila L. var. pilosa Rehd.
LP,Derris malaccensis
LP,Tanacetum parthenium L.
LP,Coptosapelta griffithii Hook. f.
LP,Clematis alternata Kitamura & Tamura
LP,Jasminum multiflorum (Burman fil.) Andrews
LP,Enicostemma hyssopifolium (Willd.) Verd.
LP,Hypericum peplidifolium A. Rich.
LP,Gouania javanica
LP,Neseae sagittifolia
LP,Allantodia crinipes (Ching) Ching
LP,Colchicum ritchii R. Br.
LP,Achyranthes rubro-fusca Wight
LP,Terminalia baumii Engl. & Gilg
LP,Pyrus cathayensis
LP,Ixora alba L.
LP,Matthiola incana (L.) R.Br.
